hands,equity,cb,cb_bet200,cb_bet100,cb_bet50,cb_bet25,cb_check,f_bet200,f_bet100,f_bet50,f_bet25,f_check,ev,ev_bet200,ev_bet100,ev_bet50,ev_bet25,ev_check
AsAd,96.07,0.436,0,0,0.056,0.268,0.112,0,0,12.797,61.444,25.759,13.0877,12.2232,13.0554,13.0754,13.0915,13.0847
AdAh,95.999,0.436,0,0,0.057,0.27,0.108,0,0,13.183,62.023,24.794,13.1398,12.3471,13.0695,13.1272,13.1437,13.1367
AsAh,95.99,0.436,0,0,0.057,0.271,0.108,0,0,13.101,62.08,24.819,13.1779,12.4465,13.1367,13.1651,13.1818,13.1752
QsQc,95.889,0.452,0,0,0.098,0.348,0.006,0,0.01,21.573,77.093,1.323,15.3512,15.3385,15.3511,15.3386,15.3548,15.3506
QcQh,95.781,0.452,0.181,0,0.049,0.222,0,39.997,0,10.827,49.176,0,15.4908,15.4901,15.4738,15.4821,15.4932,15.4457
QsQh,95.779,0.452,0.19,0,0.047,0.216,0,41.936,0,10.358,47.706,0,15.7462,15.7446,15.7215,15.7385,15.7492,15.5153
6d6c,95.312,0.442,0.413,0,0.003,0.026,0,93.369,0,0.663,5.968,0,13.8122,13.8122,13.8072,13.8119,13.8132,13.6069
6c6h,95.244,0.442,0.431,0,0.001,0.01,0,97.482,0.004,0.257,2.256,0,13.8788,13.8788,13.8788,13.8786,13.8796,13.6297
6d6h,95.238,0.442,0.43,0,0.002,0.01,0,97.36,0,0.397,2.243,0,13.9979,13.9979,13.9927,13.9973,13.9992,13.6691
AsQs,93.331,0.4,0.399,0,0.001,0,0,99.851,0,0.149,0,0,11.733,11.733,11.7268,11.7331,11.7096,11.3653
AdQc,92.919,0.45,0.448,0,0.002,0,0,99.581,0.006,0.412,0,0,11.3107,11.3107,11.3109,11.3106,11.2547,10.9877
AsQc,92.886,0.45,0.45,0,0,0,0,99.995,0.005,0,0,0,11.3459,11.3459,11.3462,11.3437,11.2578,10.9988
AdQs,92.876,0.45,0.449,0,0.001,0,0,99.697,0.004,0.299,0,0,11.491,11.491,11.4911,11.4906,11.4445,11.0098
AhQc,92.824,0.45,0.45,0,0,0,0,100,0,0,0,0,11.4163,11.4163,11.4123,11.4113,11.3141,11.0521
AdQh,92.783,0.45,0.45,0,0,0,0,99.993,0.007,0,0,0,11.7328,11.7328,11.7327,11.6251,11.5008,11.0677
AhQs,92.782,0.45,0.45,0,0,0,0,100,0,0,0,0,11.5994,11.5994,11.5989,11.5923,11.5012,11.0808
AsQh,92.749,0.45,0.45,0,0,0,0,100,0,0,0,0,11.7762,11.7762,11.7746,11.639,11.5008,11.0883
AhQh,92.688,0.4,0.4,0,0,0,0,100,0,0,0,0,11.8447,11.8447,11.8437,11.7053,11.5602,11.1424
Ad6d,90.634,0.342,0.004,0,0.035,0.142,0.16,1.3,0.011,10.34,41.497,46.851,9.3469,9.3473,9.347,9.3386,9.3516,9.3446
Ad6c,90.116,0.432,0.276,0,0.038,0.086,0.032,63.937,0.004,8.908,19.858,7.293,8.8844,8.8848,8.8843,8.8767,8.8867,8.8834
As6d,90.094,0.432,0.318,0,0.037,0.072,0.005,73.657,0.006,8.537,16.573,1.227,9.066,9.066,9.066,9.0599,9.0692,9.0662
Ah6d,90.089,0.432,0.333,0,0.032,0.065,0.002,77.142,0.011,7.469,15.016,0.363,9.1595,9.1594,9.1595,9.1548,9.1625,9.1594
Ad6h,90.079,0.432,0.392,0,0.02,0.02,0,90.716,0,4.63,4.654,0,9.1693,9.1693,9.1687,9.1669,9.171,9.1366
As6c,90.05,0.432,0.147,0,0.033,0.109,0.143,34.112,0.014,7.62,25.128,33.126,8.8642,8.863,8.8643,8.8569,8.8689,8.8636
Ah6c,90.045,0.432,0.18,0,0.03,0.101,0.121,41.761,0.008,6.97,23.295,27.966,8.9551,8.9545,8.955,8.9486,8.9594,8.9538
As6h,90.013,0.432,0.276,0,0.035,0.088,0.033,63.888,0.007,8.106,20.34,7.659,9.1318,9.1313,9.132,9.1262,9.1358,9.1316
Ah6h,89.945,0.342,0.247,0,0.026,0.061,0.008,72.086,0.006,7.733,17.846,2.329,9.2225,9.2224,9.2226,9.2169,9.2254,9.2219
AdKd,87.609,0.43,0.407,0,0.005,0.018,0,94.741,0.002,1.182,4.074,0,7.313,7.313,7.313,7.3125,7.3137,7.2566
AsKs,87.578,0.43,0.43,0,0,0,0,100,0,0,0,0,7.3556,7.3556,7.3514,7.352,7.3321,7.24
AdKc,86.919,0.446,0.432,0,0.004,0.01,0,96.851,0.002,0.832,2.315,0,6.9717,6.9717,6.9717,6.9711,6.9718,6.918
AdKs,86.904,0.446,0.422,0,0.007,0.018,0,94.521,0.002,1.461,4.016,0,6.9799,6.9799,6.98,6.9792,6.9806,6.9269
AsKc,86.828,0.446,0.42,0,0.006,0.02,0,94.08,0.002,1.437,4.481,0,6.9194,6.9194,6.9193,6.9188,6.9199,6.8787
AsKd,86.801,0.446,0.418,0,0.007,0.021,0,93.693,0.004,1.523,4.78,0,6.908,6.908,6.908,6.9074,6.9088,6.8685
AhKc,86.757,0.446,0.432,0,0.004,0.01,0,96.906,0,0.786,2.308,0,6.9986,6.9986,6.9985,6.9982,6.9987,6.9146
AhKs,86.743,0.446,0.418,0,0.007,0.021,0,93.725,0,1.581,4.694,0,7.0081,7.008,7.0079,7.0072,7.0087,6.9269
AhKd,86.73,0.446,0.431,0,0.004,0.012,0,96.55,0.003,0.839,2.609,0,6.9871,6.9871,6.9871,6.9868,6.9877,6.9059
AdKh,86.711,0.446,0.416,0,0.005,0.025,0,93.188,0,1.106,5.706,0,6.9519,6.9519,6.9512,6.951,6.9526,6.8922
Qc6c,86.624,0.406,0.4,0,0.005,0.001,0,98.435,0,1.293,0.272,0,8.2173,8.2173,8.2092,8.2167,8.2173,8.1774
AsKh,86.62,0.446,0.412,0,0.005,0.028,0,92.453,0.005,1.167,6.376,0,6.9056,6.9056,6.9055,6.905,6.9064,6.8554
AhKh,86.549,0.43,0.416,0,0.002,0.012,0,96.717,0,0.488,2.795,0,6.9848,6.9848,6.9846,6.9845,6.9852,6.8922
AdJd,86.484,0.514,0.249,0,0.027,0.16,0.078,48.451,0.001,5.212,31.093,15.244,6.5335,6.5331,6.5335,6.5282,6.5362,6.5311
AsJs,86.413,0.514,0.363,0,0.013,0.095,0.043,70.664,0,2.492,18.559,8.285,6.535,6.5344,6.5347,6.5335,6.5378,6.5343
Qh6h,85.924,0.406,0.406,0,0,0,0,100,0,0,0,0,8.5998,8.5998,8.4885,8.4137,8.2717,8.0763
AdJc,85.736,0.422,0.343,0,0.016,0.056,0.008,81.243,0,3.682,13.179,1.896,6.1599,6.1596,6.1569,6.158,6.1621,6.1599
AdJs,85.659,0.422,0.33,0,0.019,0.067,0.006,78.315,0,4.403,15.836,1.446,6.1572,6.1569,6.155,6.1545,6.1593,6.1575
AsJc,85.648,0.422,0.284,0,0.024,0.088,0.027,67.195,0,5.645,20.858,6.302,6.1326,6.1323,6.1275,6.1283,6.1351,6.1323
AdTd,85.603,0.43,0.051,0,0.012,0.114,0.253,11.923,0,2.79,26.508,58.779,6.0296,6.0265,6.0294,6.0278,6.033,6.0289
AhJc,85.581,0.422,0.313,0,0.015,0.077,0.018,74.176,0,3.438,18.184,4.202,6.1542,6.1538,6.1488,6.1517,6.1564,6.1535
AsJd,85.556,0.422,0.343,0,0.017,0.061,0.001,81.197,0.003,4.023,14.456,0.321,6.1346,6.1344,6.1346,6.1326,6.1368,6.1352
AsTs,85.545,0.43,0.186,0,0.008,0.08,0.156,43.15,0.002,1.97,18.636,36.242,6.0217,6.0214,6.0212,6.0202,6.0246,6.0207
AhJs,85.505,0.422,0.291,0,0.021,0.093,0.017,69.047,0,4.976,22.012,3.965,6.1516,6.1511,6.1476,6.1481,6.1539,6.1515
AhJd,85.489,0.422,0.356,0,0.011,0.054,0,84.417,0,2.724,12.859,0,6.1575,6.1572,6.1574,6.1563,6.1595,6.157
AdJh,85.461,0.422,0.322,0,0.017,0.079,0.004,76.311,0.003,4.014,18.628,1.044,6.1374,6.1369,6.1375,6.1354,6.14,6.1374
AsJh,85.374,0.422,0.279,0,0.02,0.104,0.019,66.1,0.002,4.789,24.717,4.392,6.1124,6.1117,6.1124,6.1086,6.115,6.1124
AhJh,85.371,0.514,0.334,0,0.025,0.123,0.033,64.908,0.008,4.863,23.87,6.35,6.1356,6.1347,6.1357,6.1323,6.1386,6.1353
AdTc,84.793,0.468,0.248,0,0.028,0.097,0.095,53.085,0.005,5.982,20.707,20.221,5.6236,5.6246,5.6236,5.6173,5.6264,5.6202
AdTs,84.761,0.468,0.258,0,0.034,0.095,0.081,55.131,0,7.322,20.269,17.278,5.6253,5.6256,5.6242,5.6187,5.6286,5.6233
AsTc,84.705,0.468,0.188,0,0.032,0.112,0.136,40.112,0.006,6.893,23.864,29.124,5.5982,5.5986,5.5978,5.5912,5.6016,5.5964
AsTd,84.66,0.468,0.24,0,0.042,0.111,0.075,51.278,0,9.029,23.764,15.929,5.5971,5.5977,5.5953,5.5891,5.6004,5.5949
AhTc,84.643,0.468,0.202,0,0.024,0.102,0.139,43.269,0.01,5.163,21.799,29.759,5.6054,5.6058,5.6053,5.6011,5.6086,5.6034
AhTs,84.611,0.468,0.228,0,0.025,0.095,0.12,48.817,0,5.349,20.219,25.615,5.6085,5.6087,5.6076,5.6036,5.6112,5.607
AdTh,84.608,0.468,0.203,0,0.036,0.119,0.111,43.305,0.008,7.675,25.395,23.617,5.6039,5.6039,5.6036,5.5972,5.6081,5.6014
AhTd,84.598,0.468,0.282,0,0.025,0.093,0.069,60.184,0,5.291,19.866,14.659,5.6063,5.6066,5.605,5.6012,5.6087,5.6037
AsTh,84.52,0.468,0.163,0,0.034,0.126,0.144,34.889,0.004,7.354,27.012,30.741,5.5797,5.58,5.579,5.572,5.5834,5.5779
AhTh,84.478,0.43,0.177,0,0.02,0.105,0.128,41.265,0.01,4.564,24.429,29.733,5.5902,5.5901,5.5899,5.5855,5.5937,5.5883
Ad9d,83.586,0.526,0.028,0,0.033,0.172,0.293,5.27,0.005,6.266,32.771,55.687,5.6429,5.6419,5.6424,5.6371,5.6475,5.6408
As9s,83.557,0.526,0.086,0,0.052,0.172,0.216,16.372,0.021,9.93,32.648,41.028,5.6307,5.6314,5.6305,5.6211,5.6364,5.6282
Ad9s,82.636,0.55,0.148,0,0.075,0.134,0.193,26.82,0.012,13.668,24.357,35.143,5.1994,5.2017,5.1995,5.1879,5.2051,5.198
Ad9c,82.633,0.55,0.154,0,0.061,0.142,0.193,27.924,0.009,11.165,25.858,35.044,5.1932,5.195,5.1928,5.1829,5.1986,5.1911
As9c,82.543,0.55,0.108,0,0.059,0.151,0.232,19.593,0.008,10.755,27.381,42.263,5.1743,5.175,5.174,5.1646,5.1796,5.1729
As9d,82.527,0.55,0.21,0,0.054,0.125,0.161,38.107,0.004,9.78,22.788,29.321,5.1834,5.1841,5.1833,5.1738,5.1883,5.1818
Ah9s,82.497,0.55,0.107,0,0.068,0.147,0.228,19.412,0.007,12.327,26.791,41.463,5.1773,5.1786,5.1774,5.1668,5.183,5.1761
Ah9c,82.493,0.55,0.115,0,0.054,0.154,0.227,20.983,0.017,9.894,27.923,41.184,5.171,5.1721,5.1707,5.1617,5.1762,5.1691
Ah9d,82.477,0.55,0.226,0,0.045,0.126,0.153,41.056,0.001,8.158,22.975,27.81,5.1809,5.1816,5.1807,5.1722,5.1859,5.1781
Ad9h,82.453,0.55,0.228,0,0.028,0.133,0.161,41.405,0,5.151,24.249,29.195,5.185,5.1836,5.1834,5.1798,5.1905,5.1833
As9h,82.363,0.55,0.173,0,0.038,0.143,0.196,31.373,0,6.948,25.966,35.713,5.1655,5.1635,5.1641,5.1593,5.1711,5.1645
Ah9h,82.312,0.526,0.187,0,0.027,0.132,0.179,35.578,0,5.218,25.134,34.07,5.1629,5.1612,5.1606,5.1578,5.1683,5.1615
Ad8d,82.223,0.444,0,0,0.015,0.145,0.284,0,0.004,3.402,32.545,64.049,5.371,5.3479,5.3707,5.3679,5.3758,5.3687
As8s,82.201,0.444,0.037,0,0.022,0.15,0.235,8.361,0.019,4.997,33.723,52.9,5.3561,5.3556,5.3563,5.3518,5.3615,5.3531
Ad7d,81.269,0.398,0,0,0.025,0.097,0.276,0,0.004,6.339,24.392,69.264,5.1147,5.0921,5.1144,5.1112,5.1187,5.1137
As7s,81.217,0.398,0.039,0,0.022,0.105,0.233,9.714,0,5.428,26.403,58.454,5.0862,5.0847,5.0851,5.0821,5.0908,5.0847
Ad8c,81.193,0.288,0.045,0,0.023,0.066,0.154,15.786,0,8.036,22.804,53.373,4.9185,4.9186,4.9182,4.912,4.9238,4.9172
Ad8s,81.192,0.288,0.06,0,0.025,0.055,0.148,20.787,0,8.67,19.04,51.503,4.9264,4.9269,4.9254,4.9193,4.9308,4.9258
As8c,81.103,0.288,0.019,0,0.018,0.071,0.18,6.584,0.005,6.23,24.606,62.576,4.9031,4.9027,4.9029,4.8978,4.9084,4.9016
As8d,81.1,0.288,0.076,0,0.024,0.053,0.134,26.433,0,8.477,18.432,46.658,4.9214,4.9202,4.9195,4.9145,4.9259,4.9215
Ah8c,81.063,0.288,0.016,0,0.015,0.079,0.178,5.406,0.016,5.279,27.436,61.864,4.8907,4.8918,4.8903,4.886,4.8965,4.8885
Ah8s,81.062,0.288,0.026,0,0.02,0.067,0.175,9.137,0.01,6.832,23.179,60.841,4.8982,4.8999,4.8983,4.8926,4.9032,4.8966
Ah8d,81.06,0.288,0.074,0,0.022,0.059,0.133,25.65,0,7.51,20.602,46.238,4.9096,4.9099,4.9081,4.9024,4.9145,4.9084
Ad8h,80.993,0.288,0.138,0,0.01,0.061,0.079,47.839,0,3.443,21.343,27.375,4.9127,4.9116,4.9016,4.9098,4.9178,4.9108
As8h,80.903,0.288,0.111,0,0.012,0.067,0.099,38.374,0,4.049,23.334,34.242,4.896,4.894,4.8859,4.8928,4.9015,4.8948
Ah8h,80.872,0.444,0.131,0,0.02,0.116,0.177,29.49,0,4.5,26.118,39.892,4.8786,4.8752,4.8713,4.8748,4.8843,4.8779
Ad7c,80.192,0.452,0.056,0,0.028,0.098,0.27,12.43,0.002,6.14,21.7,59.728,4.6479,4.6476,4.6477,4.6426,4.652,4.647
Ad7s,80.17,0.452,0.058,0,0.027,0.098,0.269,12.746,0.006,5.939,21.706,59.604,4.6485,4.6485,4.6485,4.6437,4.653,4.6474
As7d,80.122,0.452,0.069,0,0.028,0.102,0.253,15.277,0.004,6.301,22.526,55.891,4.6586,4.6581,4.6584,4.6528,4.6629,4.6577
As7c,80.101,0.452,0.037,0,0.029,0.1,0.286,8.111,0.011,6.355,22.155,63.368,4.6335,4.633,4.6332,4.6284,4.6377,4.6326
Ah7d,80.09,0.452,0.063,0,0.028,0.107,0.254,13.889,0,6.159,23.732,56.22,4.6429,4.6426,4.6426,4.6374,4.6473,4.6417
Ah7c,80.069,0.452,0.027,0,0.029,0.106,0.29,5.913,0.006,6.478,23.468,64.134,4.6174,4.6177,4.6172,4.6126,4.6218,4.6163
Ad5d,80.063,0.416,0,0,0.037,0.148,0.231,0,0,8.85,35.653,55.497,4.8353,4.7615,4.8303,4.8289,4.8413,4.8325
Ah7s,80.047,0.452,0.036,0,0.029,0.104,0.282,7.972,0.009,6.51,23.114,62.395,4.6184,4.6187,4.6184,4.6139,4.6232,4.6171
As5s,80.012,0.416,0,0,0.032,0.151,0.234,0,0,7.597,36.236,56.168,4.8039,4.7764,4.799,4.7973,4.8097,4.8011
Ad7h,80.012,0.452,0.131,0,0.014,0.132,0.175,28.91,0,3.18,29.29,38.621,4.6486,4.6473,4.6443,4.6446,4.6535,4.6461
Ad3d,79.977,0.452,0,0,0.013,0.12,0.319,0,0,2.833,26.516,70.651,4.8779,4.7684,4.872,4.8757,4.8823,4.8764
As3s,79.959,0.452,0,0,0.032,0.122,0.299,0,0.001,6.984,26.928,66.087,4.848,4.7922,4.8475,4.8427,4.8521,4.8469
Ad4d,79.938,0.378,0,0,0.019,0.107,0.252,0,0,4.949,28.351,66.7,4.834,4.7517,4.8287,4.8308,4.8392,4.832
As4s,79.921,0.378,0,0,0.026,0.12,0.232,0,0,6.991,31.67,61.339,4.8066,4.7802,4.805,4.8008,4.8117,4.8046
As7h,79.921,0.452,0.097,0,0.022,0.14,0.194,21.547,0,4.764,30.87,42.819,4.6333,4.6308,4.63,4.6289,4.6385,4.6314
Ad2d,79.908,0.486,0,0,0.004,0.146,0.336,0,0,0.778,30.036,69.187,4.9484,4.7798,4.8801,4.9472,4.9528,4.9465
Ah7h,79.878,0.398,0.075,0,0.018,0.131,0.175,18.757,0,4.419,32.823,44.001,4.6179,4.6155,4.6132,4.613,4.6231,4.6156
As2s,79.856,0.486,0,0,0.009,0.142,0.336,0,0,1.773,29.128,69.099,4.9121,4.7795,4.8507,4.9103,4.9165,4.9103
Ad5c,78.961,0.508,0,0,0.019,0.113,0.376,0,0.001,3.754,22.218,74.027,4.3787,4.3606,4.3784,4.3761,4.3829,4.3776
Ad3s,78.913,0.208,0,0,0.005,0.045,0.158,0,0.002,2.42,21.438,76.14,4.4267,4.3827,4.4266,4.4257,4.4298,4.4259
Ad5s,78.878,0.508,0,0,0.024,0.107,0.376,0,0,4.765,21.149,74.086,4.3771,4.3684,4.3762,4.3739,4.3809,4.3762
Ad4s,78.854,0.428,0,0,0.018,0.117,0.293,0,0.003,4.176,27.379,68.441,4.3778,4.3729,4.3775,4.3743,4.382,4.3764
As5c,78.852,0.508,0,0,0.024,0.117,0.367,0,0,4.717,23.116,72.167,4.3562,4.3322,4.3558,4.353,4.3606,4.355
Ah5c,78.847,0.508,0,0,0.03,0.132,0.346,0,0,5.808,26.041,68.151,4.3521,4.2916,4.3508,4.348,4.3569,4.3506
Ad3c,78.824,0.208,0,0,0.012,0.048,0.148,0,0.001,5.673,23,71.326,4.4292,4.3792,4.4287,4.4256,4.4328,4.4283
Ad4c,78.804,0.428,0,0,0.031,0.113,0.284,0,0,7.2,26.346,66.453,4.3664,4.3571,4.366,4.3618,4.3705,4.3653
Ah3s,78.804,0.208,0,0,0.003,0.042,0.162,0,0,1.599,20.334,78.067,4.4011,4.3221,4.3999,4.4,4.405,4.4001
As5d,78.803,0.508,0,0,0.018,0.102,0.388,0,0,3.64,20.003,76.357,4.3672,4.3508,4.3644,4.365,4.371,4.3664
As3d,78.801,0.208,0,0,0.005,0.048,0.155,0,0,2.545,23.063,74.392,4.412,4.3805,4.4113,4.4099,4.4155,4.411
Ah3d,78.799,0.208,0,0,0.017,0.05,0.14,0,0.002,8.228,24.261,67.51,4.4111,4.3431,4.4109,4.4071,4.4156,4.4099
Ah5d,78.798,0.508,0,0,0.016,0.119,0.373,0,0.004,3.073,23.417,73.506,4.3633,4.3169,4.3629,4.3605,4.3675,4.3621
Ah5s,78.764,0.508,0,0,0.038,0.133,0.337,0,0.002,7.461,26.149,66.389,4.3502,4.303,4.3497,4.3456,4.3549,4.3489
Ah4s,78.743,0.428,0,0,0.017,0.126,0.286,0,0.005,3.894,29.349,66.752,4.3515,4.3232,4.3511,4.3479,4.3566,4.3495
As4d,78.741,0.428,0,0,0.027,0.113,0.288,0,0,6.392,26.359,67.248,4.3642,4.3577,4.3638,4.3587,4.3684,4.3631
Ah4d,78.738,0.428,0,0,0.039,0.118,0.271,0,0,9.187,27.515,63.297,4.3613,4.3318,4.3604,4.355,4.3662,4.36
As3c,78.717,0.208,0,0,0.002,0.042,0.164,0,0,0.736,20.181,79.083,4.4053,4.3514,4.4009,4.4045,4.409,4.4044
Ah3c,78.715,0.208,0,0,0.007,0.046,0.156,0,0,3.315,21.924,74.761,4.4037,4.3205,4.4014,4.4006,4.4082,4.4025
Ad3h,78.708,0.208,0,0,0.006,0.08,0.121,0,0,3.104,38.64,58.256,4.3989,4.3764,4.3958,4.3948,4.4032,4.3964
As4c,78.697,0.428,0,0,0.02,0.116,0.292,0,0,4.688,27.08,68.232,4.3436,4.3337,4.3431,4.3402,4.3477,4.3422
Ah4c,78.693,0.428,0,0,0.024,0.121,0.283,0,0,5.619,28.269,66.113,4.3404,4.3072,4.3399,4.336,4.3451,4.3388
