hands,equity,cb,cb_bet200,cb_bet100,cb_bet50,cb_bet25,cb_check,f_bet200,f_bet100,f_bet50,f_bet25,f_check,ev,ev_bet200,ev_bet100,ev_bet50,ev_bet25,ev_check
Jd7d,31.123,0.354,0.032,0,0.017,0.156,0.149,9.087,0,4.746,44.201,41.966,1.3422,1.3418,1.3415,1.3401,1.3438,1.3409
Js7s,31.082,0.354,0.026,0,0.015,0.131,0.182,7.43,0.001,4.226,36.988,51.355,1.3121,1.3118,1.3118,1.3109,1.3135,1.3112
Td9d,30.747,0.396,0.367,0,0.01,0,0.019,92.579,0.003,2.531,0,4.887,1.5877,1.5877,1.5877,1.5873,1.5785,1.5875
Tc9c,30.74,0.396,0.365,0,0.007,0,0.024,92.197,0,1.741,0,6.062,1.5873,1.5873,1.5872,1.587,1.5739,1.5872
Ts9s,30.616,0.396,0.32,0,0.009,0,0.067,80.843,0,2.178,0,16.979,1.5614,1.5614,1.56,1.561,1.5529,1.5612
Jc9d,30.544,0.466,0.089,0,0.012,0.122,0.242,19.205,0,2.628,26.196,51.972,1.1082,1.1081,1.1078,1.1075,1.1094,1.1077
Jc9s,30.516,0.466,0.147,0,0.016,0.101,0.202,31.529,0,3.443,21.754,43.273,1.1164,1.1163,1.1162,1.1156,1.1183,1.1157
Jd9c,30.504,0.466,0.028,0,0.012,0.152,0.274,5.961,0,2.566,32.638,58.836,1.0948,1.0948,1.0944,1.094,1.0959,1.0942
Js9c,30.459,0.466,0.089,0,0.014,0.108,0.255,18.997,0,3.012,23.25,54.74,1.097,1.0972,1.0968,1.0963,1.0982,1.0964
Jd9s,30.456,0.466,0.059,0,0.012,0.14,0.255,12.62,0,2.589,29.99,54.8,1.098,1.0981,1.0974,1.0973,1.0992,1.0974
Jc9h,30.444,0.466,0.137,0,0.031,0.083,0.215,29.367,0.011,6.624,17.915,46.083,1.0848,1.0848,1.0846,1.0818,1.0868,1.0844
Js9d,30.438,0.466,0.07,0,0.008,0.12,0.268,14.915,0,1.786,25.828,57.47,1.0924,1.0925,1.0923,1.0922,1.0933,1.092
Jd9h,30.384,0.466,0.007,0,0.046,0.124,0.289,1.609,0.01,9.788,26.566,62.028,1.0662,1.066,1.0661,1.0627,1.0676,1.0662
Jh9c,30.376,0.466,0.093,0,0.033,0.143,0.198,19.898,0.001,7.07,30.638,42.393,1.0672,1.0669,1.067,1.0634,1.0689,1.0667
Jh9d,30.354,0.466,0.034,0,0.021,0.181,0.23,7.369,0,4.594,38.787,49.251,1.0626,1.0621,1.0624,1.0598,1.0637,1.062
Js9h,30.339,0.466,0.109,0,0.021,0.094,0.242,23.361,0.007,4.508,20.101,52.024,1.069,1.0687,1.069,1.0667,1.0706,1.0688
Jh9s,30.328,0.466,0.118,0,0.014,0.136,0.197,25.411,0,3.103,29.121,42.365,1.0704,1.0703,1.07,1.0686,1.0719,1.0696
Jh9h,30.265,0.408,0.077,0,0.2,0.02,0.111,18.877,0.021,48.969,4.858,27.276,1.0404,1.0414,1.0408,1.0391,1.0426,1.0417
Tc8c,29.808,0.386,0.386,0,0,0,0,99.958,0,0.042,0,0,1.5925,1.5925,1.5923,1.5926,1.5708,1.5861
Td8d,29.756,0.386,0.384,0,0.002,0,0,99.503,0,0.497,0,0,1.5877,1.5877,1.5868,1.5876,1.5706,1.5814
Ts8s,29.686,0.386,0.384,0,0.002,0,0,99.59,0,0.41,0,0,1.5631,1.5631,1.558,1.5632,1.5503,1.5631
Jc5c,29.581,0.38,0.075,0,0.014,0.084,0.207,19.777,0.003,3.689,22.019,54.512,1.2834,1.2835,1.2833,1.2825,1.2849,1.2829
Jh8h,29.48,0.492,0.012,0,0.101,0.178,0.201,2.538,0,20.467,36.206,40.789,1.0699,1.0697,1.0697,1.0644,1.0723,1.0705
Jd5d,29.41,0.38,0.032,0,0.014,0.107,0.227,8.445,0.006,3.763,28.159,59.627,1.2467,1.2467,1.2466,1.2458,1.2479,1.2461
Js5s,29.336,0.38,0.041,0,0.014,0.091,0.234,10.727,0,3.648,23.951,61.674,1.2173,1.217,1.2171,1.2164,1.2184,1.2169
Jc4c,29.255,0.466,0.315,0,0.015,0.063,0.073,67.555,0,3.133,13.547,15.766,1.3302,1.3301,1.3289,1.3293,1.3312,1.33
Jd4d,29.164,0.466,0.238,0,0.018,0.09,0.12,50.989,0.003,3.938,19.36,25.71,1.2914,1.2911,1.2919,1.2902,1.2926,1.2911
Js4s,29.051,0.466,0.233,0,0.013,0.101,0.119,49.894,0,2.745,21.746,25.615,1.2642,1.2639,1.2635,1.2634,1.2659,1.2636
Tc7c,27.931,0.406,0.177,0,0.032,0.132,0.065,43.508,0,7.974,32.472,16.046,1.4574,1.4573,1.4565,1.4547,1.4588,1.4565
Td7d,27.894,0.406,0.14,0,0.041,0.158,0.067,34.374,0,10.018,39.004,16.604,1.4515,1.4509,1.4513,1.448,1.4531,1.451
Ts7s,27.868,0.406,0.142,0,0.03,0.144,0.091,34.86,0.002,7.37,35.453,22.315,1.4294,1.4288,1.4292,1.4265,1.431,1.4287
9c8c,27.737,0.39,0.321,0,0.032,0.023,0.014,82.229,0.008,8.293,5.881,3.588,1.5212,1.5214,1.521,1.5197,1.5216,1.5212
Jh7h,27.719,0.354,0.011,0,0.018,0.076,0.25,3.032,0,4.999,21.458,70.511,0.9872,0.9873,0.9838,0.9862,0.9885,0.9868
9d8d,27.683,0.39,0.355,0,0.02,0.008,0.007,90.902,0.002,5.227,2.014,1.855,1.5251,1.5252,1.5249,1.5241,1.5253,1.5251
9s8s,27.638,0.39,0.353,0,0.007,0.005,0.026,90.426,0,1.705,1.271,6.598,1.5199,1.5199,1.5179,1.5195,1.52,1.5196
Td9c,27.6,0.432,0.057,0,0.015,0.127,0.233,13.222,0,3.565,29.304,53.909,1.2564,1.2563,1.2561,1.2551,1.258,1.2556
Tc9d,27.587,0.432,0.055,0,0.016,0.131,0.23,12.715,0,3.741,30.219,53.325,1.2578,1.2573,1.2576,1.2566,1.2595,1.2571
Ts9c,27.575,0.432,0.126,0,0.016,0.102,0.188,29.153,0,3.808,23.531,43.507,1.2579,1.2575,1.2577,1.2567,1.2597,1.2574
Tc9s,27.568,0.432,0.139,0,0.02,0.101,0.171,32.253,0.001,4.592,23.458,39.695,1.267,1.267,1.2669,1.2659,1.2685,1.2663
Td9s,27.563,0.432,0.092,0,0.018,0.111,0.211,21.409,0.001,4.183,25.641,48.766,1.2605,1.2604,1.2604,1.2594,1.262,1.2599
Ts9d,27.557,0.432,0.091,0,0.015,0.11,0.215,21.104,0,3.481,25.558,49.857,1.2533,1.253,1.2532,1.2523,1.255,1.2526
Tc9h,27.487,0.432,0.138,0,0.041,0.082,0.171,31.872,0.009,9.435,19.021,39.663,1.2342,1.2342,1.2342,1.231,1.2359,1.2341
Td9h,27.482,0.432,0.089,0,0.051,0.096,0.196,20.56,0,11.733,22.23,45.477,1.2281,1.2277,1.2279,1.225,1.2301,1.2282
Th9c,27.475,0.432,0.14,0,0.046,0.087,0.159,32.295,0.014,10.693,20.2,36.797,1.235,1.2349,1.2349,1.232,1.237,1.2348
Ts9h,27.458,0.432,0.161,0,0.039,0.075,0.157,37.372,0.01,9.071,17.305,36.242,1.2296,1.2295,1.2297,1.2269,1.2314,1.2294
Th9d,27.457,0.432,0.089,0,0.04,0.108,0.195,20.686,0.004,9.35,24.921,45.038,1.2301,1.2298,1.23,1.2274,1.232,1.2298
Th9s,27.439,0.432,0.194,0,0.025,0.075,0.139,44.931,0,5.693,17.293,32.083,1.2396,1.2399,1.2393,1.2376,1.241,1.2388
Th9h,27.307,0.396,0.133,0,0.093,0.04,0.13,33.588,0.02,23.373,10.156,32.864,1.1989,1.1993,1.199,1.1964,1.2015,1.1994
Td8c,26.55,0.476,0.037,0,0.017,0.226,0.197,7.735,0.001,3.537,47.403,41.324,1.2604,1.26,1.2602,1.2589,1.2617,1.259
Ts8c,26.525,0.476,0.084,0,0.023,0.181,0.188,17.605,0.007,4.937,38.026,39.426,1.2602,1.26,1.2602,1.2589,1.2617,1.259
Tc8s,26.509,0.476,0.084,0,0.018,0.182,0.192,17.71,0,3.789,38.234,40.267,1.2657,1.2652,1.2652,1.2643,1.2674,1.2644
Td8s,26.504,0.476,0.068,0,0.015,0.18,0.213,14.359,0,3.125,37.81,44.705,1.2601,1.2599,1.2597,1.2589,1.2616,1.2589
Tc8d,26.481,0.476,0.056,0,0.022,0.202,0.197,11.732,0,4.535,42.384,41.349,1.2586,1.2583,1.2581,1.257,1.2601,1.2573
Ts8d,26.452,0.476,0.079,0,0.021,0.171,0.206,16.563,0,4.403,35.836,43.198,1.2538,1.2535,1.2534,1.2525,1.2554,1.2527
Tc8h,26.43,0.476,0.122,0,0.055,0.111,0.188,25.589,0,11.656,23.3,39.456,1.2264,1.2265,1.2259,1.2226,1.2283,1.2263
Th8c,26.43,0.476,0.116,0,0.035,0.172,0.153,24.436,0,7.275,36.139,32.151,1.2376,1.2369,1.2372,1.2343,1.2395,1.2367
Td8h,26.425,0.476,0.093,0,0.064,0.107,0.212,19.559,0,13.492,22.414,44.535,1.2208,1.221,1.2205,1.217,1.2223,1.2211
Ts8h,26.4,0.476,0.14,0,0.041,0.097,0.198,29.504,0,8.523,20.431,41.542,1.2222,1.222,1.2219,1.2188,1.224,1.2222
Th8s,26.384,0.476,0.13,0,0.032,0.149,0.165,27.324,0,6.724,31.221,34.731,1.2373,1.2367,1.2357,1.2347,1.2394,1.2365
Th8d,26.357,0.476,0.081,0,0.035,0.178,0.182,17.058,0,7.298,37.372,38.272,1.2303,1.2295,1.229,1.2271,1.2322,1.2295
Th8h,26.324,0.386,0.147,0,0.114,0.017,0.109,37.957,0.054,29.462,4.339,28.188,1.201,1.2022,1.2006,1.1979,1.2023,1.2025
8c7c,26.15,0.4,0.258,0,0.014,0.019,0.109,64.565,0.005,3.474,4.714,27.241,1.6997,1.6997,1.6996,1.6992,1.7006,1.6997
9c7c,26.114,0.38,0.154,0,0.024,0.052,0.149,40.62,0.001,6.405,13.787,39.186,1.5074,1.5078,1.5074,1.5057,1.5083,1.5069
8s7s,26.107,0.4,0.249,0,0.015,0.019,0.116,62.373,0.002,3.842,4.729,29.054,1.6996,1.6997,1.6997,1.699,1.7004,1.6995
9d7d,26.072,0.38,0.164,0,0.018,0.058,0.14,43.288,0,4.723,15.264,36.725,1.5069,1.5069,1.5069,1.5057,1.5078,1.5068
8d7d,26.065,0.4,0.275,0,0.013,0.021,0.091,68.773,0.001,3.23,5.256,22.74,1.6948,1.6949,1.6948,1.694,1.6953,1.6947
9s7s,26.062,0.38,0.176,0,0.016,0.049,0.14,46.338,0.001,4.153,12.795,36.713,1.5018,1.5016,1.5017,1.501,1.5031,1.5017
Jh5h,25.994,0.38,0.002,0,0.01,0.068,0.3,0.449,0,2.647,17.977,78.927,0.8986,0.8985,0.8951,0.8978,0.8998,0.8983
Jh4h,25.743,0.466,0.044,0,0.013,0.117,0.292,9.487,0.007,2.685,25.162,62.658,0.9225,0.9218,0.9223,0.9217,0.9236,0.9223
Tc5c,25.299,0.354,0.075,0,0.011,0.088,0.18,21.111,0.004,3.203,24.916,50.766,1.2652,1.2656,1.2651,1.2642,1.2667,1.2644
Td5d,25.21,0.354,0.125,0,0.014,0.077,0.138,35.272,0.003,3.999,21.75,38.976,1.2492,1.2498,1.2491,1.248,1.2505,1.248
Ts5s,25.18,0.354,0.088,0,0.014,0.091,0.161,24.752,0.007,4.057,25.707,45.477,1.2216,1.2216,1.2214,1.2203,1.2233,1.2208
Tc4c,25.014,0.356,0.249,0,0.006,0.055,0.046,69.926,0,1.747,15.433,12.893,1.3071,1.3069,1.3036,1.3066,1.3084,1.3066
Td4d,24.991,0.356,0.247,0,0.008,0.05,0.051,69.347,0,2.361,13.947,14.345,1.293,1.2929,1.2919,1.2926,1.2941,1.2928
Ts4s,24.935,0.356,0.189,0,0.008,0.066,0.093,53.024,0,2.346,18.517,26.113,1.267,1.2667,1.2651,1.2663,1.2689,1.2664
9d8c,24.393,0.454,0.078,0,0.011,0.172,0.193,17.155,0.001,2.354,37.887,42.602,1.2026,1.2024,1.2023,1.2019,1.2038,1.2016
9s8c,24.379,0.454,0.143,0,0.019,0.13,0.162,31.546,0.001,4.211,28.564,35.679,1.2089,1.2088,1.2086,1.2077,1.2102,1.208
Th7h,24.372,0.406,0.08,0,0.026,0.195,0.105,19.804,0,6.304,48.116,25.776,1.0981,1.0975,1.0974,1.0957,1.0993,1.097
9c8s,24.369,0.454,0.159,0,0.012,0.122,0.162,34.915,0.001,2.594,26.833,35.657,1.2071,1.2073,1.2069,1.206,1.2085,1.206
9d8s,24.354,0.454,0.104,0,0.018,0.141,0.191,23.004,0,4.008,30.987,42.001,1.2034,1.2033,1.203,1.2023,1.2049,1.2025
9c8d,24.342,0.454,0.102,0,0.012,0.139,0.202,22.522,0.005,2.549,30.517,44.407,1.2001,1.2,1.2001,1.1994,1.2016,1.1992
9s8d,24.312,0.454,0.114,0,0.024,0.126,0.19,25.035,0,5.281,27.844,41.84,1.203,1.2029,1.2025,1.2015,1.2045,1.2022
9h8c,24.295,0.454,0.134,0,0.046,0.113,0.161,29.417,0.019,10.219,24.982,35.362,1.1763,1.1754,1.1763,1.1731,1.1784,1.1764
9c8h,24.289,0.454,0.145,0,0.042,0.084,0.183,31.983,0.002,9.237,18.521,40.256,1.1687,1.1684,1.1686,1.1663,1.1699,1.169
9d8h,24.273,0.454,0.145,0,0.019,0.08,0.211,31.914,0.008,4.093,17.518,46.467,1.1657,1.1656,1.1657,1.1641,1.1666,1.1657
9s8h,24.259,0.454,0.171,0,0.024,0.085,0.174,37.746,0.012,5.329,18.653,38.259,1.1724,1.1726,1.1724,1.1708,1.1732,1.1721
9h8s,24.257,0.454,0.134,0,0.056,0.111,0.153,29.503,0.011,12.405,24.458,33.622,1.1777,1.1774,1.1776,1.1744,1.18,1.1774
9h8d,24.229,0.454,0.129,0,0.042,0.104,0.179,28.482,0.006,9.19,22.902,39.419,1.1709,1.1708,1.1708,1.168,1.1727,1.1705
9h8h,24.163,0.39,0.161,0,0.082,0.04,0.107,41.187,0.023,21.113,10.303,27.374,1.1387,1.1396,1.1388,1.1352,1.1405,1.1393
7c5c,23.701,0.45,0.193,0,0.015,0.031,0.211,42.949,0.005,3.304,6.791,46.951,1.6565,1.6569,1.6565,1.6559,1.6569,1.6561
7s5s,23.69,0.45,0.202,0,0.023,0.031,0.193,44.939,0.001,5.191,6.95,42.919,1.6467,1.6471,1.6466,1.6456,1.647,1.6463
7d5d,23.596,0.45,0.187,0,0.012,0.031,0.22,41.519,0.001,2.614,6.974,48.893,1.6365,1.6367,1.6366,1.636,1.637,1.6363
9c5c,23.478,0.374,0,0,0.064,0.21,0.1,0,0.009,17.076,56.067,26.848,1.2771,1.2391,1.2768,1.2723,1.2787,1.2766
8c5c,23.455,0.494,0.067,0,0.05,0.166,0.212,13.473,0.014,10.073,33.549,42.892,1.4537,1.4535,1.4536,1.4506,1.4548,1.4537
9d5d,23.389,0.374,0,0,0.046,0.234,0.093,0,0.001,12.429,62.594,24.975,1.2635,1.2282,1.2633,1.2597,1.2646,1.2626
9s5s,23.353,0.374,0,0,0.047,0.223,0.103,0,0,12.656,59.715,27.629,1.2529,1.2281,1.2525,1.2491,1.254,1.2521
8s5s,23.339,0.494,0.081,0,0.059,0.161,0.193,16.309,0,12.007,32.609,39.074,1.4364,1.4358,1.4363,1.4327,1.4381,1.4363
8d5d,23.329,0.494,0.067,0,0.049,0.167,0.21,13.586,0,9.972,33.886,42.556,1.4357,1.4354,1.4356,1.4326,1.437,1.4355
8c7s,22.732,0.046,0,0,0,0.029,0.017,0,0,0.352,62.643,37.004,1.4368,1.424,1.4151,1.436,1.4381,1.4347
8s7c,22.699,0.046,0,0,0.001,0.022,0.023,0,0,1.417,48.223,50.36,1.4389,1.4309,1.4233,1.4381,1.4407,1.4372
8c7d,22.685,0.046,0,0,0,0.022,0.024,0,0,0,47.027,52.973,1.4298,1.4169,1.4052,1.4285,1.4317,1.4282
8d7c,22.674,0.046,0,0,0,0.019,0.027,0,0,0,42.325,57.675,1.4344,1.4226,1.4156,1.4336,1.4359,1.4333
8d7s,22.672,0.046,0,0,0,0.02,0.025,0,0,0.082,44.555,55.363,1.4306,1.4172,1.4021,1.4306,1.4315,1.4299
8s7d,22.65,0.046,0,0,0,0.016,0.03,0,0,0,35.304,64.696,1.4283,1.4182,1.3999,1.4274,1.4299,1.4274
8c7h,22.622,0.046,0.018,0,0.001,0.008,0.019,38.941,0,1.992,17.911,41.156,1.386,1.3859,1.3805,1.3852,1.3878,1.3855
8h7c,22.621,0.046,0.001,0,0.002,0.02,0.024,1.293,0,3.309,43.664,51.735,1.3995,1.3984,1.3897,1.3976,1.4011,1.3983
8h7s,22.619,0.046,0,0,0,0.022,0.023,0,0,0.51,48.516,50.975,1.3957,1.3909,1.3752,1.3941,1.3966,1.3948
8s7h,22.587,0.046,0.019,0,0.001,0.003,0.022,42.154,0,2.562,6.863,48.421,1.3857,1.3864,1.3813,1.3852,1.3867,1.3851
8h7d,22.573,0.046,0,0,0,0.012,0.034,0,0,0,25.56,74.44,1.3877,1.3833,1.3683,1.3865,1.3886,1.3874
8d7h,22.562,0.046,0.004,0,0,0.005,0.037,9.086,0,1.052,10.198,79.664,1.3795,1.3794,1.3749,1.3792,1.3801,1.3795
8h7h,22.543,0.4,0.166,0,0.014,0.015,0.206,41.423,0.004,3.438,3.683,51.452,1.3424,1.3422,1.3423,1.3415,1.343,1.3425
9h7h,22.48,0.38,0.127,0,0.014,0.068,0.172,33.303,0,3.621,17.938,45.137,1.1489,1.1488,1.1484,1.1478,1.1503,1.1486
7s4s,22.32,0.496,0.23,0,0.03,0.078,0.157,46.447,0.005,6.079,15.802,31.667,1.5443,1.5442,1.5442,1.5427,1.5457,1.5441
7c4c,22.292,0.496,0.255,0,0.023,0.068,0.15,51.425,0,4.626,13.723,30.226,1.5502,1.5504,1.5499,1.549,1.5513,1.5495
7d4d,22.238,0.496,0.245,0,0.024,0.066,0.161,49.483,0,4.869,13.213,32.434,1.5345,1.5345,1.5344,1.5335,1.5358,1.5342
Th5h,21.615,0.354,0.019,0,0.003,0.057,0.276,5.266,0,0.724,16.181,77.83,0.9086,0.9086,0.8951,0.9082,0.9099,0.9083
Th4h,21.388,0.356,0.037,0,0.002,0.06,0.257,10.411,0,0.544,16.768,72.277,0.9313,0.9312,0.9176,0.9312,0.9325,0.9311
5c4c,20.688,0.442,0.327,0,0.009,0.015,0.091,74.007,0,1.968,3.48,20.545,1.6477,1.6478,1.647,1.6472,1.648,1.6473
5s4s,20.674,0.442,0.315,0,0.01,0.015,0.103,71.2,0,2.218,3.346,23.236,1.6286,1.6286,1.6285,1.6281,1.6288,1.6286
5d4d,20.605,0.442,0.284,0,0.016,0.019,0.124,64.17,0.003,3.514,4.212,28.101,1.6118,1.6119,1.6118,1.6112,1.6125,1.6116
7h5h,20.039,0.45,0.14,0,0.018,0.044,0.247,31.136,0.004,4.058,9.869,54.933,1.2945,1.2946,1.2944,1.2937,1.2952,1.2944
8h5h,19.723,0.494,0,0,0.02,0.116,0.359,0,0,3.984,23.381,72.635,1.0887,1.0763,1.0882,1.0874,1.0891,1.0886
9h5h,19.717,0.374,0,0,0.018,0.145,0.211,0,0,4.719,38.812,56.469,0.9151,0.8455,0.8983,0.9139,0.9164,0.9144
5s3s,19.322,0.462,0.259,0,0.022,0.071,0.11,56.099,0,4.716,15.384,23.801,1.4851,1.4851,1.485,1.484,1.4863,1.4847
5c3c,19.32,0.462,0.344,0,0.011,0.037,0.069,74.491,0,2.47,8.053,14.986,1.502,1.502,1.5019,1.5015,1.503,1.5016
5d3d,19.257,0.462,0.292,0,0.017,0.064,0.089,63.276,0.003,3.729,13.809,19.183,1.4799,1.4799,1.4798,1.479,1.4808,1.4794
7h4h,18.621,0.496,0.055,0,0.027,0.12,0.293,11.113,0.01,5.5,24.245,59.132,1.1763,1.1764,1.1762,1.1748,1.1775,1.176
5h4h,17.004,0.442,0.098,0,0.038,0.081,0.225,22.223,0.027,8.533,18.279,50.938,1.2504,1.2506,1.2503,1.2481,1.2512,1.2505
5h3h,15.589,0.462,0.004,0,0.025,0.154,0.279,0.911,0.014,5.386,33.27,60.419,1.1216,1.1212,1.1216,1.1205,1.1228,1.1211
